Дата продажи	Товар.Код	Отдел.Код	Час покупки	Количество	Сумма
15.12.2008	40613	1	16	1	50,41
15.12.2008	43699	1	12	1	12,75
15.12.2008	44291	1	16	1	72,4
15.12.2008	46196	1	17	7	29,35
15.12.2008	46207	1	18	3	159,8
15.12.2008	47021	1	18	1	114,04
15.12.2008	47028	1	15	1	95,41
15.12.2008	47028	1	20	2	196,4
15.12.2008	50646	1	18	1	262,43
15.12.2008	52126	1	16	1	229,14
15.12.2008	52827	1	19	4	19,03
15.12.2008	54277	1	12	1	63,59
15.12.2008	54277	1	18	1	63,59
15.12.2008	54419	1	12	1	51,79
15.12.2008	58088	1	14	2	54,72
15.12.2008	58088	1	17	1	27,36
15.12.2008	58088	1	19	1	27,36
15.12.2008	58093	1	14	1	27,09
15.12.2008	61224	1	20	2	86,54
15.12.2008	61230	1	12	1	52,06
15.12.2008	61230	1	15	1	52,06
15.12.2008	61230	1	18	1	52,06
15.12.2008	61402	1	18	1	36,07
15.12.2008	61816	1	15	1	130,81
15.12.2008	61816	1	17	1	130,81
15.12.2008	62534	1	16	1	91,22
15.12.2008	62535	1	9	1	52,44
15.12.2008	62773	1	15	1	105,38
15.12.2008	63785	1	9	1	314,55
15.12.2008	63785	1	10	1	314,55
15.12.2008	64232	1	19	1	10,74
15.12.2008	64404	1	13	1	236,5
15.12.2008	64829	1	18	1	65,77
15.12.2008	64892	1	11	1	54,39
15.12.2008	64892	1	16	2	108,77
15.12.2008	64892	1	20	1	54,39
15.12.2008	66083	1	15	2	223,06
15.12.2008	67419	1	18	1	711,34
15.12.2008	68036	1	17	1	134,51
15.12.2008	70282	1	18	1	235,85
15.12.2008	70282	1	20	1	235,85
15.12.2008	70573	1	10	3	6,43
15.12.2008	70573	1	18	3	6,43
15.12.2008	70573	1	20	4	8,58
15.12.2008	71254	1	18	1	109,94
15.12.2008	71434	1	11	2	443,35
15.12.2008	71804	1	19	1	41,83
15.12.2008	73107	1	9	1	68,04
15.12.2008	73114	1	19	1	74,45
15.12.2008	75311	1	14	1	205,92
15.12.2008	82260	1	15	2	29,68
15.12.2008	82533	1	18	2	21,68
15.12.2008	82545	1	14	1	274,74
15.12.2008	82545	1	15	1	274,74
15.12.2008	82545	1	16	1	274,74
15.12.2008	82745	1	18	3	56,96
15.12.2008	82815	1	10	2	39,55
15.12.2008	82849	1	12	2	54,64
15.12.2008	82849	1	20	1	27,32
15.12.2008	83052	1	15	1	21,02
15.12.2008	83149	1	15	1	165,32
15.12.2008	83149	1	16	1	165,32
15.12.2008	83478	1	14	2	11,82
15.12.2008	83478	1	19	3	17,73
15.12.2008	83494	1	12	1	5,17
15.12.2008	83494	1	13	1	5,17
15.12.2008	83494	1	18	10	51,67
15.12.2008	83494	1	19	2	10,33
15.12.2008	83563	1	9	1	89,17
15.12.2008	83571	1	17	1	84,2
15.12.2008	83604	1	20	1	38,67
15.12.2008	83609	1	14	1	3,3
15.12.2008	83609	1	16	1	3,3
15.12.2008	83972	1	18	2	85,45
15.12.2008	84190	1	18	1	74,39
15.12.2008	84474	1	20	3	14,39
15.12.2008	84769	1	12	1	64,06
15.12.2008	84846	1	9	1	105,77
15.12.2008	84846	1	15	1	105,77
15.12.2008	85033	1	19	1	63,43
15.12.2008	85395	1	20	2	53,78
15.12.2008	2206	2	11	1	12,28
15.12.2008	3381	2	15	1	98,65
15.12.2008	3382	2	12	1	292,31
15.12.2008	9240	2	11	1	6,51
15.12.2008	10350	2	20	1	100,44
15.12.2008	11230	2	21	2	30,07
15.12.2008	11242	2	21	1	15,03
15.12.2008	13488	2	20	3	59,55
15.12.2008	16534	2	10	3	48,73
15.12.2008	16534	2	11	5	81,22
15.12.2008	16534	2	12	1	16,24
15.12.2008	16534	2	13	6	97,46
15.12.2008	16534	2	14	11	178,68
15.12.2008	16534	2	15	5	81,22
15.12.2008	16534	2	16	6	97,46
15.12.2008	16534	2	17	2	32,49
15.12.2008	16534	2	19	6	97,46
15.12.2008	16534	2	20	12	194,92
15.12.2008	16534	2	21	4	64,97
15.12.2008	18429	2	15	1	10,92
15.12.2008	18429	2	19	2	21,84
15.12.2008	18429	2	21	1	10,92
15.12.2008	18511	2	12	1	4,19
15.12.2008	18511	2	13	1	4,19
15.12.2008	18511	2	18	1	4,19
15.12.2008	19529	2	20	1	210,15
15.12.2008	20852	2	18	1	43,6
15.12.2008	21270	2	21	1	218,34
15.12.2008	28092	2	14	1	145,45
15.12.2008	33338	2	15	1	100,39
15.12.2008	35821	2	21	1	87,98
15.12.2008	36259	2	13	1	152,29
15.12.2008	36554	2	16	2	28,08
15.12.2008	36554	2	18	3	42,12
15.12.2008	36554	2	20	2	28,08
15.12.2008	37083	2	20	1	50,19
15.12.2008	38162	2	12	1	16,83
15.12.2008	38164	2	16	1	17,26
15.12.2008	46207	2	19	1	49,63
15.12.2008	48238	2	17	10	62,2
15.12.2008	48238	2	21	1	6,22
15.12.2008	51294	2	21	1	364,34
15.12.2008	54311	2	17	1	135,31
15.12.2008	58040	2	18	2	40,15
15.12.2008	60761	2	18	1	59,22
15.12.2008	61230	2	15	1	54,15
15.12.2008	61230	2	16	1	54,15
15.12.2008	61230	2	19	2	108,3
15.12.2008	68551	2	15	1	58,3
15.12.2008	70573	2	13	2	4,45
15.12.2008	70573	2	14	14	31,12
15.12.2008	70573	2	15	2	4,45
15.12.2008	70573	2	19	15	33,34
15.12.2008	73116	2	15	1	83,09
15.12.2008	78558	2	21	1	30,69
15.12.2008	80351	2	13	1	236,57
15.12.2008	82533	2	17	10	111,34
15.12.2008	82545	2	15	1	285,71
15.12.2008	82849	2	20	15	420,91
15.12.2008	83149	2	15	1	170,88
15.12.2008	83568	2	15	1	168,3
15.12.2008	83568	2	17	1	168,3
15.12.2008	83609	2	12	2	6,98
15.12.2008	83609	2	14	2	6,98
15.12.2008	83609	2	15	3	10,47
15.12.2008	83609	2	19	2	6,98
15.12.2008	84112	2	16	2	70,94
15.12.2008	84112	2	21	1	35,47
15.12.2008	84843	2	17	1	57,72
15.12.2008	85032	2	18	1	127,71
15.12.2008	85466	2	19	1	28,41
15.12.2008	85466	2	20	1	28,41
15.12.2008	85617	2	15	1	346,79
15.12.2008	477	3	11	2	9,09
15.12.2008	682	3	12	2	386,26
15.12.2008	690	3	15	1	181,54
15.12.2008	1843	3	17	1	16,24
15.12.2008	2541	3	12	1	72,77
15.12.2008	2827	3	9	2	32,76
15.12.2008	2827	3	16	1	16,38
15.12.2008	3381	3	16	1	98,44
15.12.2008	3381	3	20	1	98,44
15.12.2008	4930	3	15	1	14,51
15.12.2008	9240	3	18	1	6,26
15.12.2008	10208	3	14	1	6,65
15.12.2008	10208	3	15	3	19,95
15.12.2008	10208	3	16	4	26,6
15.12.2008	10208	3	17	2	13,3
15.12.2008	11816	3	9	1	110,1
15.12.2008	11816	3	12	1	110,1
15.12.2008	11816	3	18	1	110,1
15.12.2008	11816	3	19	1	110,1
15.12.2008	12293	3	17	1	127,65
15.12.2008	13832	3	16	1	10,45
15.12.2008	15658	3	19	1	168,89
15.12.2008	16534	3	9	6	93,72
15.12.2008	16534	3	10	7	109,34
15.12.2008	16534	3	11	5	78,1
15.12.2008	16534	3	12	4	62,48
15.12.2008	16534	3	13	2	31,24
15.12.2008	16534	3	14	1	15,62
15.12.2008	16534	3	15	3	46,86
15.12.2008	16534	3	16	14	218,67
15.12.2008	16534	3	18	2	31,24
15.12.2008	16534	3	19	1	15,62
15.12.2008	18301	3	10	1	10,35
15.12.2008	18429	3	15	2	24,69
15.12.2008	18429	3	20	1	12,34
15.12.2008	19463	3	18	1	207,17
15.12.2008	20529	3	15	1	274,83
15.12.2008	20530	3	12	1	456,32
15.12.2008	20852	3	11	1	40,13
15.12.2008	21959	3	9	1	2376,76
15.12.2008	22819	3	9	4	34,79
15.12.2008	22899	3	12	1	26,11
15.12.2008	22899	3	13	1	26,11
15.12.2008	22899	3	18	1	26,11
15.12.2008	24910	3	11	1	55,26
15.12.2008	27290	3	12	1	97,32
15.12.2008	27459	3	12	1	91,44
15.12.2008	27459	3	18	1	91,44
15.12.2008	27490	3	16	1	235,15
15.12.2008	28182	3	12	1	29,95
15.12.2008	30958	3	9	1	647,17
15.12.2008	31048	3	19	1	69,6
15.12.2008	31050	3	18	1	83,19
15.12.2008	32091	3	10	1	7,78
15.12.2008	32091	3	12	4	31,12
15.12.2008	32091	3	14	1	7,78
15.12.2008	32091	3	16	1	7,78
15.12.2008	34680	3	15	1	82,39
15.12.2008	34680	3	16	1	82,39
15.12.2008	35496	3	17	1	32,84
15.12.2008	35694	3	15	3	376,1
15.12.2008	35694	3	19	1	125,37
15.12.2008	35821	3	16	1	85,66
15.12.2008	35821	3	20	1	84,61
15.12.2008	36554	3	10	3	40,81
15.12.2008	36554	3	11	2	27,16
15.12.2008	36554	3	13	2	27,03
15.12.2008	36554	3	14	1	13,51
15.12.2008	36554	3	15	3	40,54
15.12.2008	36554	3	18	1	13,51
15.12.2008	37086	3	18	1	31
15.12.2008	38162	3	9	1	16,46
15.12.2008	38164	3	11	1	16,46
15.12.2008	40613	3	10	1	50,41
15.12.2008	45819	3	12	1	273,47
15.12.2008	46196	3	11	10	42,33
15.12.2008	46322	3	14	2	19,07
15.12.2008	47814	3	10	1	53,35
15.12.2008	47925	3	14	1	29,31
15.12.2008	48238	3	19	1	6,04
15.12.2008	48262	3	17	2	14,47
15.12.2008	50646	3	9	1	304,32
15.12.2008	51345	3	13	1	117,82
15.12.2008	52827	3	15	5	23,79
15.12.2008	58592	3	18	1	172,67
15.12.2008	61229	3	18	1	30,52
15.12.2008	61230	3	16	1	53,35
15.12.2008	62536	3	13	2	106,31
15.12.2008	62536	3	19	1	53,16
15.12.2008	62763	3	17	1	17,67
15.12.2008	64892	3	15	1	54,39
15.12.2008	67552	3	11	1	8,97
15.12.2008	68551	3	15	1	54,91
15.12.2008	70570	3	13	11	27,03
15.12.2008	70570	3	16	2	4,91
15.12.2008	70570	3	20	5	12,28
15.12.2008	71804	3	17	1	42,1
15.12.2008	76470	3	14	3	52,53
15.12.2008	76787	3	11	1	172,36
15.12.2008	78269	3	15	1	48,26
15.12.2008	78269	3	18	1	48,26
15.12.2008	78461	3	18	1	373,5
15.12.2008	78558	3	11	1	29,52
15.12.2008	79036	3	14	1	9,22
15.12.2008	80174	3	9	1	235,68
15.12.2008	80174	3	14	1	234,35
15.12.2008	80956	3	19	1	351,99
15.12.2008	82143	3	18	2	52,53
15.12.2008	82260	3	10	5	73,03
15.12.2008	82533	3	15	3	31,94
15.12.2008	82729	3	18	1	129,77
15.12.2008	83029	3	20	1	41,11
15.12.2008	83417	3	10	1	17,96
15.12.2008	83478	3	10	1	3,37
15.12.2008	83478	3	12	10	33,73
15.12.2008	83478	3	13	1	3,37
15.12.2008	83478	3	14	1	5,91
15.12.2008	83478	3	15	1	3,37
15.12.2008	83478	3	16	1	3,37
15.12.2008	83478	3	19	1	5,91
15.12.2008	83494	3	13	2	10,33
15.12.2008	83494	3	15	2	10,3
15.12.2008	83494	3	16	5	25,74
15.12.2008	83587	3	19	1	21,45
15.12.2008	83715	3	10	1	10,35
15.12.2008	84112	3	10	2	69,77
15.12.2008	84190	3	14	1	74,74
15.12.2008	84235	3	15	1	118,33
15.12.2008	84384	3	15	5	134,84
15.12.2008	84474	3	13	2	9,59
15.12.2008	84856	3	17	2	41,65
15.12.2008	84936	3	20	4	199,37
15.12.2008	85408	3	15	1	501,46
16.12.2008	1379	1	18	1	40,48
16.12.2008	1830	1	15	1	15,79
16.12.2008	3381	1	19	1	98,44
16.12.2008	3384	1	18	1	125,27
16.12.2008	4137	1	19	1	93,13
16.12.2008	4751	1	10	1	79,97
16.12.2008	4751	1	13	1	79,97
16.12.2008	4751	1	16	2	159,94
16.12.2008	10208	1	16	3	19,95
16.12.2008	12742	1	11	1	57,6
16.12.2008	13882	1	15	1	248,55
16.12.2008	16534	1	9	8	124,96
16.12.2008	16534	1	10	5	78,1
16.12.2008	16534	1	11	6	93,72
16.12.2008	16534	1	13	5	78,1
16.12.2008	16534	1	14	5	78,1
16.12.2008	16534	1	15	2	31,24
16.12.2008	16534	1	16	6	93,72
16.12.2008	16534	1	17	7	109,34
16.12.2008	16534	1	18	2	31,24
16.12.2008	16534	1	19	10	156,19
16.12.2008	16534	1	20	1	15,62
16.12.2008	18170	1	19	1	50,68
16.12.2008	18220	1	20	1	62,97
16.12.2008	18333	1	17	1	10,35
16.12.2008	18429	1	20	1	10,51
16.12.2008	18440	1	10	20	38,22
16.12.2008	18440	1	13	4	7,64
16.12.2008	22851	1	14	3	33,81
16.12.2008	25893	1	18	1	669,79
16.12.2008	27289	1	13	2	238,64
16.12.2008	27289	1	17	2	238,64
16.12.2008	27458	1	18	1	74,55
16.12.2008	27656	1	16	1	371,63
16.12.2008	27994	1	16	1	45,59
16.12.2008	31048	1	14	1	71
16.12.2008	32055	1	14	2	15,56
16.12.2008	32055	1	20	4	31,12
16.12.2008	32273	1	19	1	143,44
16.12.2008	32560	1	14	1	11,78
16.12.2008	32560	1	15	1	11,78
16.12.2008	32560	1	17	1	11,78
16.12.2008	32560	1	20	2	23,56
16.12.2008	36554	1	15	1	13,51
16.12.2008	36554	1	16	1	13,51
16.12.2008	36555	1	14	3	40,54
16.12.2008	38164	1	18	2	32,92
16.12.2008	38222	1	18	1	113,16
16.12.2008	40596	1	15	1	48,61
16.12.2008	43699	1	11	2	25,51
16.12.2008	43699	1	13	1	12,75
16.12.2008	43699	1	14	1	12,75
16.12.2008	44291	1	10	1	72,4
16.12.2008	46325	1	18	2	21,96
16.12.2008	47028	1	15	1	98,2
16.12.2008	48238	1	15	1	5,97
16.12.2008	50110	1	19	2	72,38
16.12.2008	51131	1	19	1	97,87
16.12.2008	51385	1	11	1	47,09
16.12.2008	52126	1	9	1	229,14
16.12.2008	54277	1	16	2	127,18
16.12.2008	54419	1	17	2	103,58
16.12.2008	56659	1	10	1	24,04
16.12.2008	58088	1	17	1	27,36
16.12.2008	58096	1	17	1	26,38
16.12.2008	60753	1	18	1	54,66
16.12.2008	61224	1	18	2	92,88
16.12.2008	61230	1	20	1	52,06
16.12.2008	61402	1	16	1	36,07
16.12.2008	61402	1	17	1	36,07
16.12.2008	64232	1	19	1	10,74
16.12.2008	64892	1	17	1	54,39
16.12.2008	67428	1	13	1	73,11
16.12.2008	68036	1	9	4	538,04
16.12.2008	68036	1	10	2	269,02
16.12.2008	68036	1	11	1	134,51
16.12.2008	69861	1	18	1	439,43
16.12.2008	70573	1	13	1	2,14
16.12.2008	70573	1	14	5	10,72
16.12.2008	70573	1	19	2	4,29
16.12.2008	70573	1	20	1	2,14
16.12.2008	71254	1	17	1	113,08
16.12.2008	73522	1	16	1	292,27
16.12.2008	73820	1	10	1	19,3
16.12.2008	73820	1	17	1	19,3
16.12.2008	76550	1	10	1	12,89
16.12.2008	79036	1	14	1	9,22
16.12.2008	79036	1	15	1	9,22
16.12.2008	80068	1	13	1	42,37
16.12.2008	82154	1	14	1	48,87
16.12.2008	82154	1	18	1	48,87
16.12.2008	82181	1	11	1	27,4
16.12.2008	82260	1	14	2	29,68
16.12.2008	82260	1	15	1	14,84
16.12.2008	82260	1	16	2	29,68
16.12.2008	82619	1	10	1	202,99
16.12.2008	82745	1	18	1	16,77
16.12.2008	82745	1	20	2	37,44
16.12.2008	83122	1	10	1	59,53
16.12.2008	83122	1	15	1	59,53
16.12.2008	83215	1	13	1	483,42
16.12.2008	83417	1	13	1	14,84
16.12.2008	83417	1	16	2	38,61
16.12.2008	83417	1	19	1	14,84
16.12.2008	83494	1	9	1	5,17
16.12.2008	83494	1	12	1	5,17
16.12.2008	83494	1	13	2	10,33
16.12.2008	83494	1	16	2	10,33
16.12.2008	83494	1	17	1	5,17
16.12.2008	83494	1	19	2	10,33
16.12.2008	83571	1	18	3	252,6
16.12.2008	83609	1	18	5	16,48
16.12.2008	83609	1	19	1	3,3
16.12.2008	84190	1	17	1	74,39
16.12.2008	84713	1	19	1	156,31
16.12.2008	85617	1	11	1	332,16
16.12.2008	2206	2	11	1	12,28
16.12.2008	3381	2	11	1	98,51
16.12.2008	11846	2	11	5	19,5
16.12.2008	11846	2	12	5	19,5
16.12.2008	15723	2	19	1	76,81
16.12.2008	16534	2	10	4	64,97
16.12.2008	16534	2	11	1	16,24
16.12.2008	16534	2	12	11	178,68
16.12.2008	16534	2	13	8	129,95
16.12.2008	16534	2	14	2	32,49
16.12.2008	16534	2	16	3	48,73
16.12.2008	16534	2	17	8	129,95
16.12.2008	16534	2	18	4	64,97
16.12.2008	16534	2	19	14	227,41
16.12.2008	16534	2	20	28	454,82
16.12.2008	16534	2	21	1	16,24
16.12.2008	17293	2	14	1	174
16.12.2008	18333	2	11	1	10,59
16.12.2008	18429	2	18	1	10,92
16.12.2008	20475	2	18	1	421,08
16.12.2008	20852	2	13	3	130,81
16.12.2008	20852	2	16	1	43,6
16.12.2008	20852	2	17	1	43,6
16.12.2008	20852	2	20	1	43,6
16.12.2008	27490	2	15	1	232,01
16.12.2008	33449	2	10	1	9,87
16.12.2008	35694	2	15	1	130,38
16.12.2008	36259	2	14	1	152,29
16.12.2008	36554	2	11	1	14,04
16.12.2008	36554	2	12	1	14,04
16.12.2008	38222	2	13	1	117,19
16.12.2008	48238	2	11	3	18,66
16.12.2008	50110	2	13	1	35,98
16.12.2008	52827	2	13	5	24,76
16.12.2008	52827	2	18	2	9,91
16.12.2008	56659	2	19	1	16,46
16.12.2008	57168	2	18	1	266,31
16.12.2008	58093	2	18	1	23,71
16.12.2008	60753	2	20	1	54,64
16.12.2008	61224	2	14	1	45,01
16.12.2008	61230	2	17	2	108,3
16.12.2008	62535	2	11	2	109,04
16.12.2008	62535	2	14	1	54,52
16.12.2008	62537	2	11	1	43,68
16.12.2008	64235	2	19	1	13,26
16.12.2008	65840	2	18	1	134,96
16.12.2008	67551	2	16	1	15,19
16.12.2008	70343	2	16	1	260,07
16.12.2008	70573	2	10	3	6,67
16.12.2008	70573	2	16	3	6,67
16.12.2008	70573	2	21	2	4,45
16.12.2008	82545	2	15	1	285,71
16.12.2008	82849	2	14	10	280,61
16.12.2008	83121	2	18	1	20,51
16.12.2008	83149	2	16	1	170,88
16.12.2008	83436	2	19	1	164,35
16.12.2008	83494	2	16	10	53,82
16.12.2008	83522	2	20	1	96,21
16.12.2008	83609	2	12	1	3,49
16.12.2008	83609	2	18	1	3,49
16.12.2008	83609	2	19	1	3,49
16.12.2008	83609	2	20	1	3,49
16.12.2008	83609	2	21	1	3,49
16.12.2008	84936	2	12	1	51,85
16.12.2008	84936	2	17	1	51,85
16.12.2008	85237	2	20	2	159,35
16.12.2008	85466	2	11	1	28,41
16.12.2008	477	3	10	5	22,72
16.12.2008	477	3	13	4	18,17
16.12.2008	686	3	20	1	213,84
16.12.2008	1815	3	10	2	28,43
16.12.2008	1843	3	14	1	16,24
16.12.2008	1843	3	16	1	16,24
16.12.2008	3381	3	10	1	98,44
16.12.2008	3381	3	13	2	196,87
16.12.2008	3381	3	18	1	98,44
16.12.2008	9240	3	10	1	6,26
16.12.2008	10208	3	10	1	6,65
16.12.2008	10217	3	12	1	9,38
16.12.2008	10256	3	13	1	24,75
16.12.2008	10456	3	17	2	89,12
16.12.2008	11816	3	12	2	220,19
16.12.2008	13488	3	16	1	21,02
16.12.2008	13488	3	17	1	21,02
16.12.2008	13832	3	20	2	20,65
16.12.2008	16534	3	9	7	109,34
16.12.2008	16534	3	10	2	31,24
16.12.2008	16534	3	11	7	109,34
16.12.2008	16534	3	12	4	62,48
16.12.2008	16534	3	13	9	140,58
16.12.2008	16534	3	14	3	46,86
16.12.2008	16534	3	15	8	124,96
16.12.2008	16534	3	16	2	31,24
16.12.2008	16534	3	17	4	62,48
16.12.2008	16534	3	19	3	46,86
16.12.2008	16534	3	20	1	15,62
16.12.2008	16560	3	19	2	14,62
16.12.2008	18429	3	12	1	12,34
16.12.2008	18429	3	14	1	12,34
16.12.2008	18511	3	13	5	20,09
16.12.2008	18511	3	15	1	4,02
16.12.2008	18511	3	16	2	8,03
16.12.2008	18511	3	18	1	4,02
16.12.2008	18511	3	19	6	24,1
16.12.2008	19529	3	18	1	193,99
16.12.2008	20852	3	10	1	40,13
16.12.2008	20852	3	12	1	40,13
16.12.2008	21269	3	10	1	382,88
16.12.2008	21269	3	13	1	382,88
16.12.2008	22819	3	16	1	8,7
16.12.2008	22899	3	10	1	26,11
16.12.2008	23238	3	19	4	6,47
16.12.2008	27459	3	17	1	91,44
16.12.2008	27520	3	17	1	221,73
16.12.2008	27520	3	20	1	210,79
16.12.2008	28182	3	17	1	29,95
16.12.2008	29507	3	14	1	319,49
16.12.2008	31048	3	13	1	69,6
16.12.2008	31048	3	17	1	69,6
16.12.2008	31048	3	18	1	69,6
16.12.2008	32091	3	10	2	15,56
16.12.2008	32091	3	17	2	15,56
16.12.2008	33546	3	16	2	24,1
16.12.2008	35319	3	10	1	57,9
16.12.2008	35694	3	11	1	125,37
16.12.2008	36259	3	11	1	146,44
16.12.2008	36554	3	10	1	13,51
16.12.2008	36554	3	14	1	13,51
16.12.2008	36554	3	16	16	217,44
16.12.2008	36554	3	17	2	27,3
16.12.2008	36554	3	19	3	40,95
16.12.2008	36554	3	20	1	13,65
16.12.2008	39485	3	12	1	77,1
16.12.2008	40209	3	9	1	35,9
16.12.2008	40418	3	18	1	77,86
16.12.2008	41800	3	15	1	16,93
16.12.2008	41808	3	9	1	288,23
16.12.2008	42504	3	17	1	443,22
16.12.2008	47027	3	16	1	96,43
16.12.2008	47030	3	14	1	98,14
16.12.2008	47035	3	15	1	178,93
16.12.2008	47806	3	10	1	56,32
16.12.2008	47809	3	10	1	74,18
16.12.2008	47814	3	10	2	106,7
16.12.2008	47821	3	10	2	110,78
16.12.2008	51130	3	19	1	249,62
16.12.2008	51345	3	18	1	112,09
16.12.2008	52126	3	15	1	229,14
16.12.2008	52458	3	18	1	88,69
16.12.2008	52563	3	15	1	302,66
16.12.2008	52785	3	10	3	13,63
16.12.2008	54214	3	15	1	31,4
16.12.2008	54419	3	10	1	52,86
16.12.2008	54419	3	15	1	52,86
16.12.2008	58093	3	14	1	26,81
16.12.2008	60065	3	12	1	202,43
16.12.2008	60753	3	16	1	51,38
16.12.2008	60753	3	19	1	51,38
16.12.2008	61224	3	10	1	43,27
16.12.2008	61230	3	17	1	53,35
16.12.2008	62535	3	15	1	52,44
16.12.2008	62536	3	17	1	53,16
16.12.2008	62712	3	13	1	32,19
16.12.2008	64071	3	9	1	875,57
16.12.2008	64884	3	16	3	58,97
16.12.2008	64884	3	20	1	19,66
16.12.2008	64892	3	9	1	54,39
16.12.2008	67419	3	20	1	680,92
16.12.2008	68551	3	12	2	109,82
16.12.2008	68551	3	14	1	54,91
16.12.2008	70343	3	18	1	243,16
16.12.2008	70570	3	9	10	24,57
16.12.2008	70570	3	10	6	14,74
16.12.2008	70570	3	12	3	7,37
16.12.2008	71804	3	14	2	84,2
16.12.2008	76470	3	12	1	17,51
16.12.2008	78269	3	12	1	48,26
16.12.2008	80172	3	9	2	453,96
16.12.2008	80174	3	11	1	240,9
16.12.2008	80174	3	13	1	240,9
16.12.2008	82203	3	11	1	261,01
16.12.2008	82239	3	17	1	446,94
16.12.2008	82260	3	13	1	14,61
16.12.2008	82260	3	16	1	14,61
16.12.2008	82275	3	13	1	106,8
16.12.2008	82529	3	16	1	34,53
16.12.2008	82533	3	19	20	212,94
16.12.2008	82545	3	11	1	288,23
16.12.2008	82545	3	13	1	288,23
16.12.2008	82545	3	15	1	288,23
16.12.2008	82545	3	20	1	288,23
16.12.2008	82807	3	19	3	38,88
16.12.2008	83149	3	13	1	162,26
16.12.2008	83149	3	20	1	162,26
16.12.2008	83215	3	14	1	570,04
16.12.2008	83478	3	10	2	6,75
16.12.2008	83478	3	11	9	30,36
16.12.2008	83478	3	13	1	3,37
16.12.2008	83478	3	16	2	11,82
16.12.2008	83478	3	19	1	3,37
16.12.2008	83494	3	10	3	15,44
16.12.2008	83800	3	12	9	44,93
16.12.2008	84168	3	17	1	49,06
16.12.2008	84190	3	14	5	372,12
16.12.2008	84190	3	20	1	74,55
16.12.2008	84474	3	12	1	4,8
16.12.2008	84856	3	13	1	20,83
16.12.2008	84936	3	11	1	49,84
16.12.2008	84936	3	12	1	49,84
16.12.2008	84936	3	14	1	49,84
16.12.2008	84936	3	18	2	99,68
17.12.2008	1151	1	12	1	429,97
17.12.2008	2827	1	17	1	16,38
17.12.2008	3381	1	19	1	98,44
17.12.2008	3690	1	20	1	49,43
17.12.2008	10208	1	13	4	26,6
17.12.2008	10208	1	20	2	13,3
17.12.2008	10453	1	17	1	119,73
17.12.2008	11945	1	15	1	18,8
17.12.2008	13882	1	20	1	244,53
17.12.2008	16506	1	12	1	9,65
17.12.2008	16534	1	9	8	124,96
17.12.2008	16534	1	10	3	46,86
17.12.2008	16534	1	11	1	15,62
17.12.2008	16534	1	12	2	31,24
17.12.2008	16534	1	13	1	15,62
17.12.2008	16534	1	14	4	62,48
17.12.2008	16534	1	16	9	140,58
17.12.2008	16534	1	17	4	62,48
17.12.2008	16534	1	18	3	46,86
17.12.2008	16534	1	19	2	31,24
17.12.2008	16534	1	20	6	93,72
17.12.2008	16603	1	12	2	15,91
17.12.2008	18333	1	12	2	20,71
17.12.2008	18333	1	13	1	10,35
17.12.2008	18333	1	20	3	31,06
17.12.2008	18429	1	14	3	30,48
17.12.2008	18440	1	10	6	11,47
17.12.2008	18440	1	12	5	9,55
17.12.2008	19529	1	14	1	198,76
17.12.2008	22851	1	16	1	11,27
17.12.2008	23654	1	15	1	21,45
17.12.2008	24061	1	14	1	287,98
17.12.2008	27458	1	20	1	86,6
17.12.2008	31048	1	16	1	71
17.12.2008	31052	1	9	1	98,94
17.12.2008	32055	1	13	1	7,78
17.12.2008	32270	1	15	1	76,85
17.12.2008	32427	1	16	1	127,35
17.12.2008	33338	1	17	1	104,03
17.12.2008	33647	1	17	1	93,11
17.12.2008	36554	1	13	1	13,51
17.12.2008	36555	1	12	2	27,03
17.12.2008	36555	1	13	2	27,03
17.12.2008	38222	1	18	1	110,47
17.12.2008	40418	1	11	1	80,14
17.12.2008	44291	1	11	1	72,4
17.12.2008	46274	1	15	1	35,39
17.12.2008	46325	1	17	2	21,96
17.12.2008	46325	1	18	4	43,91
17.12.2008	47027	1	19	1	95,18
17.12.2008	48238	1	20	1	5,97
17.12.2008	48926	1	11	2	24,96
17.12.2008	48980	1	10	1	261,26
17.12.2008	52827	1	9	5	23,79
17.12.2008	54402	1	9	1	267,07
17.12.2008	58040	1	12	1	19,36
17.12.2008	61224	1	12	2	99,22
17.12.2008	61230	1	16	1	54,42
17.12.2008	61402	1	17	2	72,15
17.12.2008	61816	1	14	1	130,81
17.12.2008	61816	1	17	1	130,81
17.12.2008	62535	1	16	1	52,44
17.12.2008	62535	1	17	1	52,44
17.12.2008	62535	1	19	1	52,44
17.12.2008	64892	1	20	1	54,39
17.12.2008	65828	1	13	1	83,09
17.12.2008	67551	1	12	1	14,61
17.12.2008	68036	1	9	4	538,04
17.12.2008	68036	1	17	2	269,02
17.12.2008	69244	1	15	1	30,87
17.12.2008	76455	1	20	1	511,86
17.12.2008	76550	1	18	1	12,89
17.12.2008	77751	1	15	1	29,52
17.12.2008	79052	1	17	2	18,45
17.12.2008	80172	1	11	1	226,84
17.12.2008	80172	1	18	1	216,12
17.12.2008	82154	1	14	1	48,87
17.12.2008	82260	1	10	2	29,68
17.12.2008	82260	1	12	3	44,52
17.12.2008	82275	1	12	1	102,67
17.12.2008	82533	1	18	2	21,8
17.12.2008	82545	1	14	1	274,74
17.12.2008	82545	1	17	1	274,74
17.12.2008	82545	1	19	1	274,74
